loss,accuracy,val_loss,val_accuracy
0.6412491455957173,0.7184870839118958,0.3549627806031448,0.8834615349769592
0.29829617432031375,0.8998317122459412,0.23118053557225532,0.920769214630127
0.2355951539714163,0.9272778034210205,0.25144587406328667,0.9084615111351013
0.22791055806613433,0.9304832220077515,0.1663488443953198,0.9469230771064758
0.20877456610647854,0.9356919527053833,0.19838359437745773,0.9280769228935242
0.20356366125372263,0.9390175342559814,0.1893374900436429,0.9384615421295166
0.19770771114662994,0.9382162094116211,0.16008834373005923,0.938076913356781
0.189790079415069,0.9398189187049866,0.19220017533223688,0.9284615516662598
0.18461549327479587,0.9435051083564758,0.15486370617283818,0.943461537361145
0.17442004539171624,0.9422630071640015,0.14995946398503404,0.9449999928474426
